Id,SalePrice
1461,120845.8660620799
1462,168011.28969686903
1463,192140.51055168416
1464,203144.2347351479
1465,191645.44801119546
1466,173350.84325000044
1467,178942.443091587
1468,165918.5489442503
1469,194778.72001325877
1470,124836.13231695813
1471,184590.5560183711
1472,95036.00359158673
1473,94651.73719823954
1474,148581.2705523092
1475,113748.1152591586
1476,368546.4212274347
1477,253343.44098791332
1478,296087.3531378933
1479,289471.8553289245
1480,532247.7033202022
1481,324029.138230295
1482,213927.03347018818
1483,183207.7673231512
1484,165663.85841491594
1485,183617.70059546782
1486,195522.24456882622
1487,349287.45715599414
1488,234681.84722853667
1489,198088.13856433687
1490,250556.8483679496
1491,196195.2830387573
1492,92407.20278466602
1493,185955.40342977826
1494,285368.23738392285
1495,290959.7012441901
1496,242075.6784750772
1497,184042.21070656527
1498,169713.7798941203
1499,167275.94097264906
1500,163058.7264526246
1501,180939.00882555085
1502,143449.29660369462
1503,300084.90866840736
1504,241748.0159800646
1505,229285.85296156257
1506,191235.9318845992
1507,258852.6775424749
1508,205172.72858977626
1509,161444.02957392213
1510,146232.15215281272
1511,147506.71601064593
1512,173280.3407560103
1513,148016.73548054748
1514,160120.82987145058
1515,190089.4014561621
1516,152741.54956741177
1517,174862.11838434119
1518,126806.9413648392
1519,215233.97343799038
1520,130766.89408444065
1521,136623.56494780202
1522,179123.54397710884
1523,114395.9946042988
1524,125696.39196073634
1525,124919.27946017419
1526,115995.61010761652
1527,106081.0865925425
1528,134846.22698001776
1529,151544.9394042185
1530,179705.7941585265
1531,108631.39886005485
1532,92762.71957912085
1533,148396.51261791517
1534,116636.77877825177
1535,149576.67407224842
1536,105649.1577537259
1537,58456.508623838185
1538,164608.7263381092
1539,198057.45314224463
1540,96077.2649740866
1541,146653.90335509443
1542,139381.88084753542
1543,194636.58624920266
1544,83521.88120654367
1545,115632.46572673939
1546,132500.87221716478
1547,130109.76554972936
1548,135516.10181816632
1549,117035.44506529535
1550,128405.69916859185
1551,103478.70970381283
1552,138342.40396178365
1553,155125.32808048406
1554,121896.66924595491
1555,167344.39071118436
1556,89815.27866594864
1557,112068.84265005057
1558,101915.37856277774
1559,73477.78710223545
1560,128403.58105887979
1561,136770.79951834906
1562,132061.86391341465
1563,122242.81015935547
1564,161933.26309104892
1565,153126.81169366266
1566,243186.55611334203
1567,78635.60718603407
1568,240537.65575076142
1569,128673.04097085344
1570,136884.11988929025
1571,115406.50097572885
1572,141322.510693482
1573,240407.93942801672
1574,119871.50282648044
1575,233658.9490010746
1576,252023.6799983093
1577,182209.32326194076
1578,148888.68010064182
1579,148688.48947218157
1580,192907.0833664458
1581,162042.03271828924
1582,127529.46164466905
1583,305182.6641155118
1584,218096.72972334924
1585,138556.70521767155
1586,68133.84252508784
1587,104377.43542680996
1588,149612.0068873405
1589,100751.9236261326
1590,132915.95903137597
1591,94005.47522650719
1592,113929.86374505851
1593,124629.17413800169
1594,133002.74564816486
1595,109399.6334413058
1596,211965.31059224662
1597,184396.5115193677
1598,214349.09125083036
1599,161423.73874004552
1600,152452.45404922217
1601,63180.137294558415
1602,117251.6851074251
1603,79105.47285780351
1604,250396.90026322284
1605,238657.87467918944
1606,170229.8138449225
1607,167425.78124590553
1608,215890.4948721642
1609,180722.26305353252
1610,152482.89130120794
1611,137611.15030001514
1612,169046.68746033008
1613,163792.8703914463
1614,123043.27184620997
1615,91620.91281511202
1616,77799.06014743925
1617,92958.15730078981
1618,128955.78858129909
1619,146302.64001908878
1620,150325.7609043402
1621,139756.29856558493
1622,137567.08044346637
1623,251105.21345995076
1624,217860.2819155717
1625,116997.71525452753
1626,163310.91091196754
1627,194470.70697165464
1628,286144.56131957157
1629,180414.67267993302
1630,372472.7206081906
1631,224377.2302074445
1632,246592.5929742925
1633,166252.20022360393
1634,185859.00624124412
1635,175673.51803056884
1636,150298.6702022506
1637,208464.21804499245
1638,196043.75324041097
1639,183225.83267983235
1640,250039.75058942245
1641,179518.4401231787
1642,239255.3864394043
1643,229501.05608814265
1644,237425.438546182
1645,195537.79166818006
1646,159073.35267531188
1647,156203.0422154671
1648,127479.65213782132
1649,138289.71065023667
1650,114658.22351505182
1651,122777.79370825588
1652,95936.36392325326
1653,102475.38642410743
1654,143387.0515078459
1655,140855.9899649663
1656,142260.56470732563
1657,148232.85982406544
1658,141649.87499760624
1659,122363.92460811623
1660,155330.43309649164
1661,459696.3402307138
1662,407321.90935987135
1663,377332.5646481744
1664,584847.7700968059
1665,301010.9076403241
1666,330103.2229948975
1667,391261.7755939299
1668,332448.25171049545
1669,299249.08714457776
1670,339327.0426717587
1671,260918.53856726942
1672,456162.231584503
1673,294235.9417186211
1674,244357.54039984263
1675,199803.52598415455
1676,198608.6675507347
1677,224190.2687853898
1678,536713.3772713379
1679,397729.7424009558
1680,331262.03495562414
1681,238829.69056968013
1682,308577.0314155986
1683,184362.66131609085
1684,171937.920364788
1685,172014.16795476494
1686,171260.00182343746
1687,164642.9068273977
1688,190846.59096715198
1689,193576.55267920482
1690,193214.2278376718
1691,181393.11112305126
1692,260509.8696966444
1693,167002.00008219754
1694,184124.457107732
1695,161032.76281446312
1696,275148.0027463379
1697,168165.0988734695
1698,356707.36137943156
1699,309379.895925428
1700,257992.56813382526
1701,269755.98603236646
1702,264700.2395128614
1703,252800.85980145444
1704,285430.01749553566
1705,233317.99306372172
1706,478147.86888054217
1707,210938.61104537573
1708,203610.6923212716
1709,271736.6627042882
1710,224870.44181206354
1711,272549.24418698874
1712,258164.8465604488
1713,279990.8848271206
1714,230130.17932118935
1715,210723.20081203012
1716,181468.4382048278
1717,167923.43509910503
1718,137984.05896082593
1719,204681.01052510625
1720,238474.13203073907
1721,157683.10596065593
1722,125479.36889068506
1723,155236.44118112093
1724,205006.68899834657
1725,237582.68722404097
1726,179813.34100096812
1727,154276.46756588356
1728,169109.67525020067
1729,170595.07538565536
1730,156757.211244013
1731,121240.61747448675
1732,127673.81021479242
1733,114277.3727699165
1734,124422.61375654624
1735,120847.44622503371
1736,111470.91506692946
1737,313122.3716612171
1738,254392.11160664685
1739,256937.9340350499
1740,224523.571932897
1741,198877.20008633114
1742,177517.04936953008
1743,177683.89500329777
1744,337229.7081228692
1745,222582.7842312502
1746,192498.14706124706
1747,223869.64453097444
1748,236500.505784155
1749,146138.24656170647
1750,129692.7315144957
1751,238543.2406565907
1752,117109.68822524979
1753,144975.161038385
1754,200478.2704557797
1755,176658.86448305764
1756,132142.0634238471
1757,119340.58005014132
1758,146893.52950206626
1759,162014.16563479806
1760,164284.2595175391
